Fecha,Caudal,Caudal_log
2016-08-20,1.4658669301712781,0.9025434414740279
2016-08-21,1.4689907773386035,0.9038094749727542
2016-08-22,1.4721146245059291,0.9050739076571319
2016-08-23,1.4752384716732545,0.9063367435702934
2016-08-24,1.47836231884058,0.9075979867400734
2016-08-25,1.4814861660079055,0.9088576411790856
2016-08-26,1.484610013175231,0.9101157108847993
2016-08-27,1.4877338603425563,0.9113721998396149
2016-08-28,1.490857707509882,0.9126271120109409
2016-08-29,1.4939815546772073,0.9138804513512678
2016-08-30,1.4971054018445327,0.9151322217982433
2016-08-31,1.500229249011858,0.9163824272747465
2016-09-01,1.5033530961791837,0.917631071688962
2016-09-02,1.506476943346509,0.918878158934452
2016-09-03,1.5096007905138344,0.920123692890231
2016-09-04,1.51272463768116,0.9213676774208368
2016-09-05,1.5158484848484854,0.9226101163764023
2016-09-06,1.5189723320158108,0.9238510135927284
2016-09-07,1.5220961791831364,0.9250903728913539
2016-09-08,1.5252200263504618,0.9263281980796259
2016-09-09,1.5283438735177872,0.927564492950771
2016-09-10,1.5314677206851126,0.9287992612839647
2016-09-11,1.5345915678524382,0.9300325068444001
2016-09-12,1.5377154150197636,0.9312642333833573
2016-09-13,1.540839262187089,0.932494444638272
2016-09-14,1.5439631093544146,0.9337231443328032
2016-09-15,1.54708695652174,0.9349503361769009
2016-09-16,1.34395833333333,0.8518410956750881
2016-09-17,1.29495833333333,0.8307146879373833
2016-09-18,1.23983333333333,0.8064014583368706
2016-09-19,1.36845833333333,0.8622392512207344
2016-09-20,1.31129166666667,0.8378065313194555
2016-09-21,1.21941666666667,0.7972443985932434
2016-09-22,1.23370833333333,0.8036631340811891
2016-09-23,1.217375,0.7963240638269666
2016-09-24,1.46604166666667,0.9026143010579126
2016-09-25,1.38479166666667,0.8691117690224954
2016-09-26,1.36845833333333,0.8622392512207344
2016-09-27,1.229625,0.8018334098963303
2016-09-28,1.31333333333333,0.838689485850602
2016-09-29,1.35620833333333,0.8570536885918687
2016-09-30,1.42029166666667,0.883888056322211
2016-10-01,1.65779166666667,0.9774955774850671
2016-10-02,1.99466666666667,1.0968329287680334
2016-10-03,1.49095833333333,0.9126675092566991
2016-10-04,1.43379166666667,0.8894503979138255
2016-10-05,1.37458333333333,0.8648219834989611
2016-10-06,1.41133333333333,0.8801798448617951
2016-10-07,1.865375,1.0526992316537034
2016-10-08,1.5285,0.9276262415379006
2016-10-09,1.74829166666667,1.0109795065250724
2016-10-10,1.47054166666667,0.9044374248431558
2016-10-11,1.52116666666667,0.9247217573520086
2016-10-12,1.53179166666667,0.928927220749288
2016-10-13,1.40316666666667,0.8767873120964563
2016-10-14,1.33375,0.8474764158737953
2016-10-15,1.445625,0.8943007139825399
2016-10-16,1.29291666666667,0.8298246607237233
2016-10-17,1.16633333333333,0.7730360302441005
2016-10-18,1.11120833333333,0.7472604534014086
2016-10-19,1.08875,0.7365658009274665
2016-10-20,1.101,0.7424134218628634
2016-10-21,1.19083333333333,0.7842819889537881
2016-10-22,1.15,0.7654678421395714
2016-10-23,1.12141666666667,0.7520841045053731
2016-10-24,1.7803125,1.0225633314569493
2016-10-25,1.5480625,0.935333266451471
2016-10-26,2.27458333333333,1.186190634530137
2016-10-27,1.57054166666667,0.9441166419392051
2016-10-28,1.50075,0.916590686883153
2016-10-29,1.43175,0.8886111627674127
2016-10-30,1.29904166666667,0.832492369438763
2016-10-31,1.18266666666667,0.7805473708407803
2016-11-01,1.17858333333333,0.7786748184640498
2016-11-02,1.13570833333333,0.7587983637094923
2016-11-03,1.457375,0.8990937070456336
2016-11-04,1.7305625,1.0045076319287718
2016-11-05,1.5958125,0.9538995697310729
2016-11-06,1.40316666666667,0.8767873120964563
2016-11-07,1.26433333333333,0.8172803815410538
2016-11-08,1.30183333333333,0.8337059068677352
2016-11-09,1.39908333333333,0.8750867199500966
2016-11-10,1.33579166666667,0.8483508771989171
2016-11-11,2.62252083333333,1.2871701462888696
2016-11-12,2.0166875,1.1041593750972263
2016-11-13,1.58441666666667,0.9494998216311912
2016-11-14,6.53125,2.0190610306909282
2016-11-15,5.3826875,1.8535892469052906
2016-11-16,2.43060416666667,1.2327363875520145
2016-11-17,2.13091666666667,1.141325826425287
2016-11-18,2.86333333333333,1.3515303686835498
2016-11-19,3.40254166666667,1.4821820256629539
2016-11-20,2.59629166666667,1.2799032219594757
2016-11-21,2.2650625,1.1832789049647825
2016-11-22,2.15375,1.1485922209731305
2016-11-23,2.07954166666667,1.124780776388439
2016-11-24,2.09952083333333,1.1312475296514695
2016-11-25,2.09095833333333,1.1284811830634358
2016-11-26,2.307875,1.1963059892649037
2016-11-27,2.1280625,1.1404138033018651
2016-11-28,2.54879166666667,1.2666071699595527
2016-11-29,2.3164375,1.1988911646378024
2016-11-30,2.12520833333333,1.139500947632907
2016-12-01,2.0766875,1.1238535312213418
2016-12-02,1.91685416666667,1.0705056953494623
2016-12-03,1.99391666666667,1.096582452165413
2016-12-04,1.9225625,1.0724607999352422
2016-12-05,1.81410416666667,1.0346439753015555
2016-12-06,1.8198125,1.0366703933778045
2016-12-07,1.828375,1.039702341789355
2016-12-08,1.862625,1.051739036049204
2016-12-09,1.93683333333333,1.0773319033585373
2016-12-10,1.72235416666667,1.0014970084276154
2016-12-11,1.62570833333333,0.9653507009128197
2016-12-12,1.90614583333333,1.066827747417271
2016-12-13,1.63747916666667,0.9698235998768349
2016-12-14,1.563625,0.9414222725117598
2016-12-15,1.52033333333333,0.9243911679080219
2016-12-16,1.50441666666667,0.9180558398208233
2016-12-17,1.50320833333333,0.9175732424391136
2016-12-18,2.41077083333333,1.2269383165806746
2016-12-19,2.60270833333333,1.2816858774299391
